,,cases
Walton County,week 11,8
Walton County,week 12,3
Walton County,week 13,3
Walton County,week 14,3
Walton County,week 15,15
Walton County,week 16,16
Walton County,week 17,25
Walton County,week 18,17
Walton County,week 19,10
Walton County,week 20,15
Walton County,week 21,19
Walton County,week 22,36
Walton County,week 23,57
Walton County,week 24,127
Walton County,week 25,250
Walton County,week 26,244
Walton County,week 27,228
Walton County,week 28,192
Walton County,week 29,142
Walton County,week 30,78
Walton County,week 31,82
Walton County,week 32,74
Walton County,week 33,85
Walton County,week 34,93
Walton County,week 35,13
Washington County,week 1,0
Washington County,week 2,0
Washington County,week 3,0
Washington County,week 4,0
Washington County,week 5,0
Washington County,week 6,0
Washington County,week 7,0
Washington County,week 8,0
Washington County,week 9,0
Washington County,week 10,1
Washington County,week 11,1
Washington County,week 12,3
Washington County,week 13,4
Washington County,week 14,3
Washington County,week 15,0
Washington County,week 16,0
Washington County,week 17,2
Washington County,week 18,36
Washington County,week 19,16
Washington County,week 20,19
Washington County,week 21,9
Washington County,week 22,4
Washington County,week 23,14
Washington County,week 24,19
Washington County,week 25,73
Washington County,week 26,129
Washington County,week 27,127
Washington County,week 28,216
Washington County,week 29,201
Washington County,week 30,57
Washington County,week 31,55
Washington County,week 32,20
Washington County,week 33,22
Washington County,week 34,17
Washington County,week 35,3
