,,cases
Morgan County,week 33,1781
Morgan County,week 34,1944
Morgan County,week 35,289
Obion County,week 1,0
Obion County,week 2,0
Obion County,week 3,0
Obion County,week 4,0
Obion County,week 5,0
Obion County,week 6,0
Obion County,week 7,0
Obion County,week 8,0
Obion County,week 9,0
Obion County,week 10,3
Obion County,week 11,15
Obion County,week 12,43
Obion County,week 13,61
Obion County,week 14,82
Obion County,week 15,99
Obion County,week 16,110
Obion County,week 17,124
Obion County,week 18,160
Obion County,week 19,227
Obion County,week 20,347
Obion County,week 21,409
Obion County,week 22,492
Obion County,week 23,589
Obion County,week 24,770
Obion County,week 25,854
Obion County,week 26,1152
Obion County,week 27,1793
Obion County,week 28,2793
Obion County,week 29,3751
Obion County,week 30,4542
Obion County,week 31,5151
Obion County,week 32,5636
Obion County,week 33,6341
Obion County,week 34,6813
Obion County,week 35,1027
Overton County,week 1,0
Overton County,week 2,0
Overton County,week 3,0
Overton County,week 4,0
Overton County,week 5,0
Overton County,week 6,0
Overton County,week 7,0
Overton County,week 8,0
Overton County,week 9,1
Overton County,week 10,11
Overton County,week 11,19
Overton County,week 12,36
Overton County,week 13,49
Overton County,week 14,51
Overton County,week 15,61
Overton County,week 16,82
Overton County,week 17,104
Overton County,week 18,138
Overton County,week 19,192
Overton County,week 20,236
Overton County,week 21,259
Overton County,week 22,286
Overton County,week 23,354
Overton County,week 24,425
Overton County,week 25,509
Overton County,week 26,633
Overton County,week 27,744
Overton County,week 28,907
Overton County,week 29,1253
Overton County,week 30,1816
Overton County,week 31,2393
Overton County,week 32,2939
Overton County,week 33,3602
Overton County,week 34,4079
Overton County,week 35,647
Perry County,week 1,0
Perry County,week 2,0
Perry County,week 3,0
Perry County,week 4,0
Perry County,week 5,0
Perry County,week 6,0
Perry County,week 7,0
Perry County,week 8,0
Perry County,week 9,3
Perry County,week 10,12
Perry County,week 11,18
Perry County,week 12,24
Perry County,week 13,41
Perry County,week 14,56
Perry County,week 15,77
Perry County,week 16,91
Perry County,week 17,91
Perry County,week 18,91
Perry County,week 19,134
Perry County,week 20,168
Perry County,week 21,182
Perry County,week 22,196
Perry County,week 23,203
Perry County,week 24,233
Perry County,week 25,269
Perry County,week 26,338
Perry County,week 27,405
Perry County,week 28,496
Perry County,week 29,553
Perry County,week 30,613
Perry County,week 31,670
Perry County,week 32,742
Perry County,week 33,826
Perry County,week 34,905
Perry County,week 35,134
Pickett County,week 1,0
Pickett County,week 2,0
Pickett County,week 3,0
Pickett County,week 4,0
Pickett County,week 5,0
Pickett County,week 6,0
Pickett County,week 7,0
Pickett County,week 8,0
Pickett County,week 9,0
Pickett County,week 10,0
Pickett County,week 11,0
Pickett County,week 12,0
Pickett County,week 13,0
Pickett County,week 14,0
Pickett County,week 15,0
Pickett County,week 16,3
Pickett County,week 17,9
Pickett County,week 18,18
Pickett County,week 19,21
Pickett County,week 20,25
Pickett County,week 21,28
Pickett County,week 22,30
Pickett County,week 23,41
Pickett County,week 24,42
Pickett County,week 25,50
Pickett County,week 26,70
Pickett County,week 27,118
Pickett County,week 28,150
Pickett County,week 29,229
Pickett County,week 30,267
Pickett County,week 31,312
Pickett County,week 32,419
Pickett County,week 33,531
Pickett County,week 34,612
Pickett County,week 35,92
Polk County,week 1,0
Polk County,week 2,0
Polk County,week 3,0
Polk County,week 4,0
Polk County,week 5,0
Polk County,week 6,0
Polk County,week 7,0
Polk County,week 8,0
Polk County,week 9,0
Polk County,week 10,0
Polk County,week 11,15
Polk County,week 12,28
Polk County,week 13,35
Polk County,week 14,45
Polk County,week 15,69
Polk County,week 16,84
Polk County,week 17,89
Polk County,week 18,98
Polk County,week 19,115
Polk County,week 20,145
Polk County,week 21,192
Polk County,week 22,232
Polk County,week 23,266
Polk County,week 24,308
Polk County,week 25,378
Polk County,week 26,464
Polk County,week 27,677
Polk County,week 28,1063
Polk County,week 29,1391
Polk County,week 30,1737
Polk County,week 31,2089
Polk County,week 32,2261
Polk County,week 33,2430
Polk County,week 34,2539
Polk County,week 35,370
Putnam County,week 1,0
Putnam County,week 2,0
Putnam County,week 3,0
Putnam County,week 4,0
Putnam County,week 5,0
Putnam County,week 6,0
Putnam County,week 7,0
Putnam County,week 8,0
Putnam County,week 9,25
Putnam County,week 10,114
Putnam County,week 11,334
Putnam County,week 12,598
Putnam County,week 13,660
Putnam County,week 14,746
Putnam County,week 15,933
Putnam County,week 16,1189
Putnam County,week 17,1593
Putnam County,week 18,2507
Putnam County,week 19,3327
Putnam County,week 20,3770
Putnam County,week 21,4142
Putnam County,week 22,4551
Putnam County,week 23,5133
Putnam County,week 24,6062
Putnam County,week 25,7119
Putnam County,week 26,8286
Putnam County,week 27,9519
Putnam County,week 28,10717
Putnam County,week 29,12132
Putnam County,week 30,13429
Putnam County,week 31,14743
Putnam County,week 32,16274
Putnam County,week 33,17126
Putnam County,week 34,18645
Putnam County,week 35,2863
Rhea County,week 1,0
Rhea County,week 2,0
Rhea County,week 3,0
Rhea County,week 4,0
Rhea County,week 5,0
Rhea County,week 6,0
Rhea County,week 7,0
Rhea County,week 8,0
Rhea County,week 9,0
Rhea County,week 10,0
Rhea County,week 11,0
Rhea County,week 12,0
Rhea County,week 13,9
Rhea County,week 14,21
Rhea County,week 15,35
Rhea County,week 16,42
Rhea County,week 17,56
Rhea County,week 18,1177
Rhea County,week 19,1452
Rhea County,week 20,1520
Rhea County,week 21,1600
Rhea County,week 22,1752
Rhea County,week 23,1833
Rhea County,week 24,1960
Rhea County,week 25,2260
Rhea County,week 26,2695
Rhea County,week 27,3017
Rhea County,week 28,3402
Rhea County,week 29,3699
Rhea County,week 30,4016
Rhea County,week 31,4263
Rhea County,week 32,4505
Rhea County,week 33,4713
Rhea County,week 34,5041
Rhea County,week 35,751
Roane County,week 1,0
Roane County,week 2,0
Roane County,week 3,0
Roane County,week 4,0
Roane County,week 5,0
Roane County,week 6,0
Roane County,week 7,0
Roane County,week 8,0
Roane County,week 9,4
Roane County,week 10,10
Roane County,week 11,28
Roane County,week 12,35
Roane County,week 13,48
Roane County,week 14,49
Roane County,week 15,49
Roane County,week 16,55
Roane County,week 17,58
Roane County,week 18,86
Roane County,week 19,112
Roane County,week 20,133
Roane County,week 21,206
Roane County,week 22,235
Roane County,week 23,298
Roane County,week 24,404
Roane County,week 25,574
Roane County,week 26,829
Roane County,week 27,1501
Roane County,week 28,2385
Roane County,week 29,3163
Roane County,week 30,3666
Roane County,week 31,4040
Roane County,week 32,4411
Roane County,week 33,4746
Roane County,week 34,5169
Roane County,week 35,781
Robertson County,week 1,0
Robertson County,week 2,0
Robertson County,week 3,0
Robertson County,week 4,0
Robertson County,week 5,0
Robertson County,week 6,0
Robertson County,week 7,0
Robertson County,week 8,0
Robertson County,week 9,28
Robertson County,week 10,160
Robertson County,week 11,362
Robertson County,week 12,555
Robertson County,week 13,745
Robertson County,week 14,913
Robertson County,week 15,1160
Robertson County,week 16,1488
Robertson County,week 17,1898
Robertson County,week 18,2487
Robertson County,week 19,3266
Robertson County,week 20,3826
Robertson County,week 21,4323
Robertson County,week 22,4858
Robertson County,week 23,5239
Robertson County,week 24,5762
Robertson County,week 25,6487
Robertson County,week 26,7700
Robertson County,week 27,8731
Robertson County,week 28,9885
Robertson County,week 29,10740
Robertson County,week 30,11364
Robertson County,week 31,12083
Robertson County,week 32,12889
Robertson County,week 33,13769
Robertson County,week 34,14430
Robertson County,week 35,2120
Rutherford County,week 1,0
Rutherford County,week 2,0
Rutherford County,week 3,0
Rutherford County,week 4,0
Rutherford County,week 5,0
Rutherford County,week 6,0
Rutherford County,week 7,0
Rutherford County,week 8,4
Rutherford County,week 9,38
Rutherford County,week 10,304
Rutherford County,week 11,952
Rutherford County,week 12,1599
Rutherford County,week 13,2112
Rutherford County,week 14,2710
Rutherford County,week 15,3773
Rutherford County,week 16,4955
Rutherford County,week 17,5874
Rutherford County,week 18,6860
Rutherford County,week 19,8307
Rutherford County,week 20,10074
Rutherford County,week 21,11862
Rutherford County,week 22,14058
Rutherford County,week 23,16516
Rutherford County,week 24,20292
Rutherford County,week 25,24709
Rutherford County,week 26,30534
Rutherford County,week 27,36655
Rutherford County,week 28,41602
Rutherford County,week 29,45190
Rutherford County,week 30,48886
Rutherford County,week 31,51760
Rutherford County,week 32,54277
Rutherford County,week 33,56706
Rutherford County,week 34,59389
Rutherford County,week 35,8718
Scott County,week 1,0
Scott County,week 2,0
Scott County,week 3,0
Scott County,week 4,0
Scott County,week 5,0
Scott County,week 6,0
Scott County,week 7,0
Scott County,week 8,0
Scott County,week 9,4
Scott County,week 10,12
Scott County,week 11,22
Scott County,week 12,53
Scott County,week 13,77
Scott County,week 14,77
Scott County,week 15,77
Scott County,week 16,77
Scott County,week 17,77
Scott County,week 18,77
Scott County,week 19,82
Scott County,week 20,89
Scott County,week 21,98
Scott County,week 22,98
Scott County,week 23,98
Scott County,week 24,116
Scott County,week 25,182
Scott County,week 26,239
Scott County,week 27,341
Scott County,week 28,647
Scott County,week 29,816
Scott County,week 30,953
Scott County,week 31,1060
Scott County,week 32,1085
Scott County,week 33,1157
Scott County,week 34,1249
Scott County,week 35,189
Sequatchie County,week 1,0
Sequatchie County,week 2,0
Sequatchie County,week 3,0
Sequatchie County,week 4,0
Sequatchie County,week 5,0
Sequatchie County,week 6,0
Sequatchie County,week 7,0
Sequatchie County,week 8,0
Sequatchie County,week 9,0
Sequatchie County,week 10,1
Sequatchie County,week 11,7
Sequatchie County,week 12,11
Sequatchie County,week 13,21
Sequatchie County,week 14,28
Sequatchie County,week 15,35
Sequatchie County,week 16,42
Sequatchie County,week 17,61
Sequatchie County,week 18,72
Sequatchie County,week 19,110
Sequatchie County,week 20,141
Sequatchie County,week 21,151
Sequatchie County,week 22,160
Sequatchie County,week 23,168
Sequatchie County,week 24,253
Sequatchie County,week 25,333
Sequatchie County,week 26,415
Sequatchie County,week 27,528
Sequatchie County,week 28,648
Sequatchie County,week 29,727
Sequatchie County,week 30,837
Sequatchie County,week 31,948
Sequatchie County,week 32,990
Sequatchie County,week 33,1178
Sequatchie County,week 34,1341
Sequatchie County,week 35,213
Sevier County,week 1,0
Sevier County,week 2,0
Sevier County,week 3,0
Sevier County,week 4,0
Sevier County,week 5,0
Sevier County,week 6,0
Sevier County,week 7,0
Sevier County,week 8,2
Sevier County,week 9,8
Sevier County,week 10,38
Sevier County,week 11,93
Sevier County,week 12,147
Sevier County,week 13,171
Sevier County,week 14,281
Sevier County,week 15,364
Sevier County,week 16,448
Sevier County,week 17,468
Sevier County,week 18,498
Sevier County,week 19,574
Sevier County,week 20,797
Sevier County,week 21,1563
Sevier County,week 22,2743
Sevier County,week 23,3835
Sevier County,week 24,5439
Sevier County,week 25,6294
Sevier County,week 26,7472
Sevier County,week 27,9330
Sevier County,week 28,11607
Sevier County,week 29,12916
Sevier County,week 30,14026
Sevier County,week 31,14933
Sevier County,week 32,15525
Sevier County,week 33,16158
Sevier County,week 34,16813
Sevier County,week 35,2459
Shelby County,week 1,0
Shelby County,week 2,0
Shelby County,week 3,0
Shelby County,week 4,0
Shelby County,week 5,0
Shelby County,week 6,0
Shelby County,week 7,3
Shelby County,week 8,13
Shelby County,week 9,310
Shelby County,week 10,1871
Shelby County,week 11,4732
Shelby County,week 12,8036
Shelby County,week 13,11815
Shelby County,week 14,14960
Shelby County,week 15,18804
Shelby County,week 16,22434
Shelby County,week 17,25801
Shelby County,week 18,29661
Shelby County,week 19,34705
Shelby County,week 20,40445
Shelby County,week 21,46388
Shelby County,week 22,54081
Shelby County,week 23,64098
Shelby County,week 24,79719
Shelby County,week 25,94131
Shelby County,week 26,112145
Shelby County,week 27,126111
Shelby County,week 28,145727
Shelby County,week 29,160035
Shelby County,week 30,170814
Shelby County,week 31,179180
Shelby County,week 32,187595
Shelby County,week 33,193523
Shelby County,week 34,200418
Shelby County,week 35,29392
Smith County,week 1,0
Smith County,week 2,0
Smith County,week 3,0
Smith County,week 4,0
Smith County,week 5,0
Smith County,week 6,0
Smith County,week 7,0
Smith County,week 8,0
Smith County,week 9,0
Smith County,week 10,6
Smith County,week 11,21
Smith County,week 12,50
Smith County,week 13,87
Smith County,week 14,132
Smith County,week 15,153
Smith County,week 16,166
Smith County,week 17,174
Smith County,week 18,206
Smith County,week 19,231
Smith County,week 20,254
Smith County,week 21,277
Smith County,week 22,337
Smith County,week 23,476
Smith County,week 24,792
Smith County,week 25,1105
Smith County,week 26,1523
Smith County,week 27,1970
Smith County,week 28,2462
Smith County,week 29,3077
Smith County,week 30,3322
Smith County,week 31,3467
Smith County,week 32,3590
Smith County,week 33,3944
Smith County,week 34,4286
Smith County,week 35,647
Stewart County,week 1,0
Stewart County,week 2,0
Stewart County,week 3,0
Stewart County,week 4,0
Stewart County,week 5,0
Stewart County,week 6,0
Stewart County,week 7,0
Stewart County,week 8,0
Stewart County,week 9,0
Stewart County,week 10,0
Stewart County,week 11,7
Stewart County,week 12,23
Stewart County,week 13,36
Stewart County,week 14,45
Stewart County,week 15,49
Stewart County,week 16,49
Stewart County,week 17,50
Stewart County,week 18,59
Stewart County,week 19,79
Stewart County,week 20,96
Stewart County,week 21,104
Stewart County,week 22,120
Stewart County,week 23,136
Stewart County,week 24,158
Stewart County,week 25,188
Stewart County,week 26,280
Stewart County,week 27,383
Stewart County,week 28,468
Stewart County,week 29,523
Stewart County,week 30,572
Stewart County,week 31,625
Stewart County,week 32,661
Stewart County,week 33,731
Stewart County,week 34,835
Stewart County,week 35,130
Sullivan County,week 1,0
Sullivan County,week 2,0
Sullivan County,week 3,0
Sullivan County,week 4,0
Sullivan County,week 5,0
Sullivan County,week 6,0
Sullivan County,week 7,1
Sullivan County,week 8,7
Sullivan County,week 9,9
Sullivan County,week 10,50
Sullivan County,week 11,142
Sullivan County,week 12,255
Sullivan County,week 13,313
Sullivan County,week 14,329
Sullivan County,week 15,350
Sullivan County,week 16,374
Sullivan County,week 17,395
Sullivan County,week 18,418
Sullivan County,week 19,420
Sullivan County,week 20,432
Sullivan County,week 21,482
Sullivan County,week 22,506
Sullivan County,week 23,575
Sullivan County,week 24,795
Sullivan County,week 25,1482
Sullivan County,week 26,2557
Sullivan County,week 27,3824
Sullivan County,week 28,5240
Sullivan County,week 29,6728
Sullivan County,week 30,8099
Sullivan County,week 31,9599
Sullivan County,week 32,11143
Sullivan County,week 33,12790
Sullivan County,week 34,13531
Sullivan County,week 35,1980
Sumner County,week 1,0
Sumner County,week 2,0
Sumner County,week 3,0
Sumner County,week 4,0
Sumner County,week 5,0
Sumner County,week 6,0
Sumner County,week 7,0
Sumner County,week 8,0
Sumner County,week 9,117
Sumner County,week 10,660
Sumner County,week 11,2070
Sumner County,week 12,2978
Sumner County,week 13,3526
Sumner County,week 14,4066
Sumner County,week 15,4495
Sumner County,week 16,4824
Sumner County,week 17,5151
Sumner County,week 18,5624
Sumner County,week 19,6129
Sumner County,week 20,6760
Sumner County,week 21,7521
Sumner County,week 22,8158
Sumner County,week 23,9211
Sumner County,week 24,11044
Sumner County,week 25,13388
Sumner County,week 26,16757
Sumner County,week 27,19790
Sumner County,week 28,21857
Sumner County,week 29,23704
Sumner County,week 30,25192
Sumner County,week 31,26828
Sumner County,week 32,28245
Sumner County,week 33,29639
Sumner County,week 34,31142
Sumner County,week 35,4568
Tipton County,week 1,0
Tipton County,week 2,0
Tipton County,week 3,0
Tipton County,week 4,0
Tipton County,week 5,0
Tipton County,week 6,0
Tipton County,week 7,0
Tipton County,week 8,0
Tipton County,week 9,20
Tipton County,week 10,87
Tipton County,week 11,212
Tipton County,week 12,315
Tipton County,week 13,440
Tipton County,week 14,634
Tipton County,week 15,836
Tipton County,week 16,1556
Tipton County,week 17,2822
Tipton County,week 18,2935
Tipton County,week 19,3089
Tipton County,week 20,3308
Tipton County,week 21,3532
Tipton County,week 22,3870
Tipton County,week 23,4133
Tipton County,week 24,4448
Tipton County,week 25,4866
Tipton County,week 26,5517
Tipton County,week 27,6425
Tipton County,week 28,7558
Tipton County,week 29,8306
Tipton County,week 30,8748
Tipton County,week 31,9209
Tipton County,week 32,10014
Tipton County,week 33,10736
Tipton County,week 34,11276
Tipton County,week 35,1677
Trousdale County,week 1,0
Trousdale County,week 2,0
Trousdale County,week 3,0
Trousdale County,week 4,0
Trousdale County,week 5,0
Trousdale County,week 6,0
Trousdale County,week 7,0
Trousdale County,week 8,0
Trousdale County,week 9,0
Trousdale County,week 10,9
Trousdale County,week 11,58
Trousdale County,week 12,116
Trousdale County,week 13,143
Trousdale County,week 14,276
Trousdale County,week 15,6655
Trousdale County,week 16,9506
Trousdale County,week 17,9677
Trousdale County,week 18,9721
Trousdale County,week 19,9750
Trousdale County,week 20,9764
Trousdale County,week 21,10082
Trousdale County,week 22,10254
Trousdale County,week 23,10332
Trousdale County,week 24,10468
Trousdale County,week 25,10555
Trousdale County,week 26,10759
Trousdale County,week 27,10907
Trousdale County,week 28,10994
Trousdale County,week 29,11067
Trousdale County,week 30,11090
Trousdale County,week 31,11134
Trousdale County,week 32,11262
Trousdale County,week 33,11391
Trousdale County,week 34,11457
Trousdale County,week 35,1644
Unicoi County,week 1,0
Unicoi County,week 2,0
Unicoi County,week 3,0
Unicoi County,week 4,0
Unicoi County,week 5,0
Unicoi County,week 6,0
Unicoi County,week 7,0
Unicoi County,week 8,0
Unicoi County,week 9,0
Unicoi County,week 10,6
Unicoi County,week 11,7
Unicoi County,week 12,7
Unicoi County,week 13,7
Unicoi County,week 14,7
Unicoi County,week 15,12
Unicoi County,week 16,17
Unicoi County,week 17,21
Unicoi County,week 18,21
Unicoi County,week 19,101
Unicoi County,week 20,353
Unicoi County,week 21,364
Unicoi County,week 22,366
Unicoi County,week 23,372
Unicoi County,week 24,384
Unicoi County,week 25,405
Unicoi County,week 26,461
Unicoi County,week 27,644
Unicoi County,week 28,920
Unicoi County,week 29,1108
Unicoi County,week 30,1264
Unicoi County,week 31,1431
Unicoi County,week 32,1546
Unicoi County,week 33,1647
Unicoi County,week 34,1757
Unicoi County,week 35,262
Union County,week 1,0
Union County,week 2,0
Union County,week 3,0
Union County,week 4,0
Union County,week 5,0
Union County,week 6,0
Union County,week 7,0
Union County,week 8,0
Union County,week 9,0
Union County,week 10,4
Union County,week 11,7
Union County,week 12,17
Union County,week 13,21
Union County,week 14,21
Union County,week 15,21
Union County,week 16,21
Union County,week 17,28
Union County,week 18,28
Union County,week 19,28
Union County,week 20,29
Union County,week 21,51
Union County,week 22,63
Union County,week 23,76
Union County,week 24,118
Union County,week 25,166
Union County,week 26,296
Union County,week 27,523
Union County,week 28,798
Union County,week 29,1062
Union County,week 30,1218
Union County,week 31,1404
Union County,week 32,1543
Union County,week 33,1706
Union County,week 34,1872
Union County,week 35,293
Van Buren County,week 1,0
Van Buren County,week 2,0
Van Buren County,week 3,0
Van Buren County,week 4,0
Van Buren County,week 5,0
Van Buren County,week 6,0
Van Buren County,week 7,0
Van Buren County,week 8,0
Van Buren County,week 9,0
Van Buren County,week 10,0
Van Buren County,week 11,0
Van Buren County,week 12,2
Van Buren County,week 13,7
Van Buren County,week 14,11
Van Buren County,week 15,14
Van Buren County,week 16,14
Van Buren County,week 17,21
Van Buren County,week 18,28
Van Buren County,week 19,28
Van Buren County,week 20,28
Van Buren County,week 21,30
Van Buren County,week 22,36
Van Buren County,week 23,44
Van Buren County,week 24,52
Van Buren County,week 25,61
Van Buren County,week 26,99
Van Buren County,week 27,151
Van Buren County,week 28,216
Van Buren County,week 29,247
Van Buren County,week 30,299
Van Buren County,week 31,359
Van Buren County,week 32,484
Van Buren County,week 33,742
Van Buren County,week 34,879
Van Buren County,week 35,136
Warren County,week 1,0
Warren County,week 2,0
Warren County,week 3,0
Warren County,week 4,0
Warren County,week 5,0
Warren County,week 6,0
Warren County,week 7,0
Warren County,week 8,0
Warren County,week 9,0
Warren County,week 10,2
Warren County,week 11,8
Warren County,week 12,24
Warren County,week 13,28
Warren County,week 14,37
Warren County,week 15,54
Warren County,week 16,79
Warren County,week 17,103
Warren County,week 18,128
Warren County,week 19,168
Warren County,week 20,198
Warren County,week 21,227
Warren County,week 22,239
Warren County,week 23,373
Warren County,week 24,514
Warren County,week 25,899
Warren County,week 26,1480
Warren County,week 27,2001
Warren County,week 28,2688
Warren County,week 29,3541
Warren County,week 30,4136
Warren County,week 31,4931
Warren County,week 32,5796
Warren County,week 33,6268
Warren County,week 34,6621
Warren County,week 35,984
Washington County,week 1,0
Washington County,week 2,0
Washington County,week 3,0
Washington County,week 4,0
Washington County,week 5,0
Washington County,week 6,0
Washington County,week 7,0
Washington County,week 8,0
Washington County,week 9,19
Washington County,week 10,82
Washington County,week 11,156
Washington County,week 12,264
Washington County,week 13,321
Washington County,week 14,347
Washington County,week 15,392
Washington County,week 16,428
Washington County,week 17,464
Washington County,week 18,506
Washington County,week 19,525
Washington County,week 20,570
Washington County,week 21,624
Washington County,week 22,706
Washington County,week 23,840
Washington County,week 24,1080
Washington County,week 25,1736
Washington County,week 26,2784
Washington County,week 27,4458
Washington County,week 28,6839
Washington County,week 29,8490
Washington County,week 30,9927
Washington County,week 31,10923
Washington County,week 32,11892
Washington County,week 33,12696
Washington County,week 34,13664
Washington County,week 35,2053
Wayne County,week 1,0
Wayne County,week 2,0
Wayne County,week 3,0
Wayne County,week 4,0
Wayne County,week 5,0
Wayne County,week 6,0
Wayne County,week 7,0
Wayne County,week 8,0
Wayne County,week 9,0
Wayne County,week 10,2
Wayne County,week 11,13
Wayne County,week 12,14
Wayne County,week 13,14
Wayne County,week 14,15
Wayne County,week 15,21
Wayne County,week 16,21
Wayne County,week 17,319
Wayne County,week 18,441
Wayne County,week 19,445
Wayne County,week 20,448
Wayne County,week 21,448
Wayne County,week 22,452
Wayne County,week 23,511
Wayne County,week 24,584
Wayne County,week 25,779
Wayne County,week 26,1003
Wayne County,week 27,1235
Wayne County,week 28,1455
Wayne County,week 29,1579
Wayne County,week 30,1638
Wayne County,week 31,1781
Wayne County,week 32,4168
Wayne County,week 33,10210
Wayne County,week 34,10281
Wayne County,week 35,1471
Weakley County,week 1,0
Weakley County,week 2,0
Weakley County,week 3,0
Weakley County,week 4,0
Weakley County,week 5,0
Weakley County,week 6,0
Weakley County,week 7,0
Weakley County,week 8,0
Weakley County,week 9,0
Weakley County,week 10,4
Weakley County,week 11,19
Weakley County,week 12,37
Weakley County,week 13,48
Weakley County,week 14,98
Weakley County,week 15,161
Weakley County,week 16,168
Weakley County,week 17,172
Weakley County,week 18,182
Weakley County,week 19,182
Weakley County,week 20,182
Weakley County,week 21,203
Weakley County,week 22,280
Weakley County,week 23,351
Weakley County,week 24,443
Weakley County,week 25,509
Weakley County,week 26,690
Weakley County,week 27,984
Weakley County,week 28,1704
Weakley County,week 29,2906
Weakley County,week 30,4039
Weakley County,week 31,4944
Weakley County,week 32,5713
Weakley County,week 33,6588
Weakley County,week 34,7062
Weakley County,week 35,1047
White County,week 1,0
White County,week 2,0
White County,week 3,0
White County,week 4,0
White County,week 5,0
White County,week 6,0
White County,week 7,0
White County,week 8,0
White County,week 9,0
White County,week 10,7
White County,week 11,14
White County,week 12,22
White County,week 13,28
White County,week 14,29
White County,week 15,71
White County,week 16,112
White County,week 17,127
White County,week 18,171
White County,week 19,221
White County,week 20,266
White County,week 21,325
White County,week 22,369
White County,week 23,421
White County,week 24,488
White County,week 25,596
White County,week 26,852
White County,week 27,1082
White County,week 28,1320
White County,week 29,1913
White County,week 30,2317
White County,week 31,2872
White County,week 32,3754
White County,week 33,4288
White County,week 34,4665
White County,week 35,718
Williamson County,week 1,0
Williamson County,week 2,0
Williamson County,week 3,0
Williamson County,week 4,0
Williamson County,week 5,0
Williamson County,week 6,0
Williamson County,week 7,9
Williamson County,week 8,84
Williamson County,week 9,301
Williamson County,week 10,665
Williamson County,week 11,1603
Williamson County,week 12,2143
Williamson County,week 13,2387
Williamson County,week 14,2687
Williamson County,week 15,2946
Williamson County,week 16,3085
Williamson County,week 17,3277
Williamson County,week 18,3543
Williamson County,week 19,3839
Williamson County,week 20,4266
Williamson County,week 21,4773
Williamson County,week 22,5402
Williamson County,week 23,6530
Williamson County,week 24,8805
Williamson County,week 25,12176
Williamson County,week 26,16772
Williamson County,week 27,19790
Williamson County,week 28,22209
Williamson County,week 29,24429
Williamson County,week 30,26597
Williamson County,week 31,28606
Williamson County,week 32,30218
Williamson County,week 33,31509
Williamson County,week 34,33300
Williamson County,week 35,4940
Wilson County,week 1,0
Wilson County,week 2,0
Wilson County,week 3,0
Wilson County,week 4,0
Wilson County,week 5,0
Wilson County,week 6,0
Wilson County,week 7,0
Wilson County,week 8,0
Wilson County,week 9,20
Wilson County,week 10,161
Wilson County,week 11,563
Wilson County,week 12,931
Wilson County,week 13,1213
Wilson County,week 14,1513
Wilson County,week 15,1860
Wilson County,week 16,2070
Wilson County,week 17,2238
Wilson County,week 18,2461
Wilson County,week 19,2834
Wilson County,week 20,3259
Wilson County,week 21,3593
Wilson County,week 22,4174
Wilson County,week 23,5040
Wilson County,week 24,6392
Wilson County,week 25,8160
Wilson County,week 26,10653
Wilson County,week 27,12619
Wilson County,week 28,14194
Wilson County,week 29,15783
Wilson County,week 30,17187
Wilson County,week 31,18370
Wilson County,week 32,19515
Wilson County,week 33,20914
Wilson County,week 34,22092
Wilson County,week 35,3246
