,,cases
Spokane County,week 35,5967
Stevens County,week 1,0
Stevens County,week 2,0
Stevens County,week 3,0
Stevens County,week 4,0
Stevens County,week 5,0
Stevens County,week 6,0
Stevens County,week 7,0
Stevens County,week 8,0
Stevens County,week 9,3
Stevens County,week 10,20
Stevens County,week 11,34
Stevens County,week 12,45
Stevens County,week 13,53
Stevens County,week 14,62
Stevens County,week 15,63
Stevens County,week 16,63
Stevens County,week 17,64
Stevens County,week 18,70
Stevens County,week 19,76
Stevens County,week 20,91
Stevens County,week 21,104
Stevens County,week 22,112
Stevens County,week 23,116
Stevens County,week 24,134
Stevens County,week 25,170
Stevens County,week 26,279
Stevens County,week 27,388
Stevens County,week 28,597
Stevens County,week 29,737
Stevens County,week 30,805
Stevens County,week 31,850
Stevens County,week 32,874
Stevens County,week 33,901
Stevens County,week 34,921
Stevens County,week 35,136
Thurston County,week 1,0
Thurston County,week 2,0
Thurston County,week 3,0
Thurston County,week 4,0
Thurston County,week 5,0
Thurston County,week 6,0
Thurston County,week 7,0
Thurston County,week 8,18
Thurston County,week 9,63
Thurston County,week 10,216
Thurston County,week 11,408
Thurston County,week 12,561
Thurston County,week 13,630
Thurston County,week 14,689
Thurston County,week 15,763
Thurston County,week 16,826
Thurston County,week 17,861
Thurston County,week 18,882
Thurston County,week 19,981
Thurston County,week 20,1135
Thurston County,week 21,1291
Thurston County,week 22,1466
Thurston County,week 23,1633
Thurston County,week 24,1980
Thurston County,week 25,2370
Thurston County,week 26,3070
Thurston County,week 27,3711
Thurston County,week 28,4347
Thurston County,week 29,4918
Thurston County,week 30,5462
Thurston County,week 31,5950
Thurston County,week 32,6372
Thurston County,week 33,6654
Thurston County,week 34,6918
Thurston County,week 35,1004
Wahkiakum County,week 1,0
Wahkiakum County,week 2,0
Wahkiakum County,week 3,0
Wahkiakum County,week 4,0
Wahkiakum County,week 5,0
Wahkiakum County,week 6,0
Wahkiakum County,week 7,0
Wahkiakum County,week 8,0
Wahkiakum County,week 9,0
Wahkiakum County,week 10,0
Wahkiakum County,week 11,7
Wahkiakum County,week 12,14
Wahkiakum County,week 13,14
Wahkiakum County,week 14,14
Wahkiakum County,week 15,14
Wahkiakum County,week 16,21
Wahkiakum County,week 17,28
Wahkiakum County,week 18,28
Wahkiakum County,week 19,28
Wahkiakum County,week 20,28
Wahkiakum County,week 21,28
Wahkiakum County,week 22,28
Wahkiakum County,week 23,28
Wahkiakum County,week 24,28
Wahkiakum County,week 25,28
Wahkiakum County,week 26,28
Wahkiakum County,week 27,28
Wahkiakum County,week 28,28
Wahkiakum County,week 29,28
Wahkiakum County,week 30,28
Wahkiakum County,week 31,40
Wahkiakum County,week 32,42
Wahkiakum County,week 33,42
Wahkiakum County,week 34,42
Wahkiakum County,week 35,6
Walla Walla County,week 1,0
Walla Walla County,week 2,0
Walla Walla County,week 3,0
Walla Walla County,week 4,0
Walla Walla County,week 5,0
Walla Walla County,week 6,0
Walla Walla County,week 7,0
Walla Walla County,week 8,0
Walla Walla County,week 9,4
Walla Walla County,week 10,29
Walla Walla County,week 11,73
Walla Walla County,week 12,135
Walla Walla County,week 13,196
Walla Walla County,week 14,338
Walla Walla County,week 15,565
Walla Walla County,week 16,696
Walla Walla County,week 17,739
Walla Walla County,week 18,747
Walla Walla County,week 19,758
Walla Walla County,week 20,794
Walla Walla County,week 21,831
Walla Walla County,week 22,931
Walla Walla County,week 23,1076
Walla Walla County,week 24,1254
Walla Walla County,week 25,1486
Walla Walla County,week 26,1907
Walla Walla County,week 27,2356
Walla Walla County,week 28,2920
Walla Walla County,week 29,3576
Walla Walla County,week 30,4234
Walla Walla County,week 31,4824
Walla Walla County,week 32,5227
Walla Walla County,week 33,5499
Walla Walla County,week 34,5722
Walla Walla County,week 35,834
Whatcom County,week 1,0
Whatcom County,week 2,0
Whatcom County,week 3,0
Whatcom County,week 4,0
Whatcom County,week 5,0
Whatcom County,week 6,0
Whatcom County,week 7,0
Whatcom County,week 8,17
Whatcom County,week 9,163
Whatcom County,week 10,716
Whatcom County,week 11,1139
Whatcom County,week 12,1752
Whatcom County,week 13,1894
Whatcom County,week 14,1995
Whatcom County,week 15,2164
Whatcom County,week 16,2322
Whatcom County,week 17,2445
Whatcom County,week 18,2569
Whatcom County,week 19,2733
Whatcom County,week 20,2869
Whatcom County,week 21,3086
Whatcom County,week 22,3403
Whatcom County,week 23,4152
Whatcom County,week 24,4627
Whatcom County,week 25,4911
Whatcom County,week 26,5383
Whatcom County,week 27,5847
Whatcom County,week 28,6376
Whatcom County,week 29,6832
Whatcom County,week 30,7122
Whatcom County,week 31,7331
Whatcom County,week 32,7578
Whatcom County,week 33,7919
Whatcom County,week 34,8300
Whatcom County,week 35,1219
Whitman County,week 1,0
Whitman County,week 2,0
Whitman County,week 3,0
Whitman County,week 4,0
Whitman County,week 5,0
Whitman County,week 6,0
Whitman County,week 7,0
Whitman County,week 8,0
Whitman County,week 9,4
Whitman County,week 10,36
Whitman County,week 11,71
Whitman County,week 12,77
Whitman County,week 13,85
Whitman County,week 14,96
Whitman County,week 15,98
Whitman County,week 16,103
Whitman County,week 17,112
Whitman County,week 18,112
Whitman County,week 19,112
Whitman County,week 20,140
Whitman County,week 21,178
Whitman County,week 22,198
Whitman County,week 23,245
Whitman County,week 24,272
Whitman County,week 25,309
Whitman County,week 26,373
Whitman County,week 27,432
Whitman County,week 28,600
Whitman County,week 29,701
Whitman County,week 30,849
Whitman County,week 31,1044
Whitman County,week 32,2620
Whitman County,week 33,5219
Whitman County,week 34,6809
Whitman County,week 35,1058
Yakima County,week 1,0
Yakima County,week 2,0
Yakima County,week 3,0
Yakima County,week 4,0
Yakima County,week 5,0
Yakima County,week 6,0
Yakima County,week 7,0
Yakima County,week 8,19
Yakima County,week 9,122
Yakima County,week 10,737
Yakima County,week 11,1990
Yakima County,week 12,3489
Yakima County,week 13,5150
Yakima County,week 14,6724
Yakima County,week 15,8742
Yakima County,week 16,11822
Yakima County,week 17,15284
Yakima County,week 18,19160
Yakima County,week 19,24257
Yakima County,week 20,30484
Yakima County,week 21,36722
Yakima County,week 22,42516
Yakima County,week 23,47683
Yakima County,week 24,51962
Yakima County,week 25,56293
Yakima County,week 26,62791
Yakima County,week 27,66784
Yakima County,week 28,69640
Yakima County,week 29,71810
Yakima County,week 30,73927
Yakima County,week 31,75443
Yakima County,week 32,76402
Yakima County,week 33,77211
Yakima County,week 34,77988
Yakima County,week 35,11194
