County Name,cases,deaths,population,HOSPITAL_NAME,HOSPITAL_TYPE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
Philadelphia County,30620,1797,1584064,Penn Medicine Rittenhouse,Long Term Acute Care Hospital,38,38,7,7,0,0.6770007,0,3
Philadelphia County,30620,1797,1584064,Friends Hospital,Psychiatric Hospital,192,192,1,1,0,0.9418807,0,1
Philadelphia County,30620,1797,1584064,Fairmount Behavioral Health System (FKA Fairmount Hospital),Psychiatric Hospital,239,172,1,1,0,0.87644154,67,1
Philadelphia County,30620,1797,1584064,Magee Rehabilitation Hospital,Rehabilitation Hospital,80,96,0,0,0,0.81069136,-16,0
Philadelphia County,30620,1797,1584064,Kirkbride Center,Psychiatric Hospital,25,25,238,238,0,0.89244473,0,0
Philadelphia County,30620,1797,1584064,Belmont Behavioral Hospital,Psychiatric Hospital,171,171,0,0,0,0.94497716,0,0
Philadelphia County,30620,1797,1584064,Girard Medical Center,Short Term Acute Care Hospital,51,51,9,9,,0.78269988,0,0
Philadelphia County,30620,1797,1584064,Kindred Hospital - Philadelphia,Long Term Acute Care Hospital,52,52,6,6,0,0.45806208,0,4
Philadelphia County,30620,1797,1584064,Jefferson Torresdale Hospital,Short Term Acute Care Hospital,464,252,44,44,0,0.65284628,212,14
Philadelphia County,30620,1797,1584064,Shriners Hospitals for Children - Philadelphia,Childrens Hospital,49,49,19,19,,,0,1
Philadelphia County,30620,1797,1584064,Wills Eye Hospital,Short Term Acute Care Hospital,4,4,1,1,0,0.52465755,0,0
Philadelphia County,30620,1797,1584064,Haven Behavioral Hospital of Philadelphia,Psychiatric Hospital,67,36,0,0,0,0.87245053,31,0
Philadelphia County,30620,1797,1584064,The Liacouras Center Field Hospital (Temporarily Open due to COVID-19),Short Term Acute Care Hospital,,,0,0,,,0,0
Pike County,559,21,55809,,,,,,,,,,
Potter County,25,0,16526,UPMC Cole,Critical Access Hospital,49,25,4,4,0,0.5352329,24,2
Schuylkill County,1046,52,141359,St Lukes Miners Campus,Short Term Acute Care Hospital,49,49,6,6,0,0.49164104,0,2
Schuylkill County,1046,52,141359,Lehigh Valley Hospital - Schuylkill S Jackson Street (FKA Schuylkill Medical Center - S Jackson Street),Short Term Acute Care Hospital,189,118,10,10,0,0.67289972,71,6
Schuylkill County,1046,52,141359,Lehigh Valley Hospital - Schuylkill E Norwegian Street (FKA Schuylkill Medical Center - E Norwegian Street),Short Term Acute Care Hospital,126,99,10,10,0,0.62617052,27,6
Schuylkill County,1046,52,141359,Geisinger St Lukes Hospital,Short Term Acute Care Hospital,,,32,32,,,0,0
Snyder County,236,3,40372,,,,,,,,,,
Somerset County,195,3,73447,UPMC Somerset (FKA Somerset Hospital),Short Term Acute Care Hospital,111,81,14,14,0,0.25871807,30,3
Somerset County,195,3,73447,Chan Soon-Shiong Medical Center at Windber (FKA Windber Medical Center),Short Term Acute Care Hospital,54,47,6,6,0,0.14304867,7,2
Somerset County,195,3,73447,Conemaugh Health System - Conemaugh Meyersdale Medical Center (FKA Meyersdale Community Hospital),Critical Access Hospital,20,20,3,3,0,0.2089041,0,1
Sullivan County,10,0,6066,,,,,,,,,,
Susquehanna County,290,28,40328,Endless Mountains Health System (FKA Montrose General Hospital),Critical Access Hospital,25,25,4,4,0,0.30136988,0,0
Susquehanna County,290,28,40328,Barnes Kasson County Hospital,Critical Access Hospital,25,25,4,4,0,0.30476713,0,0
Tioga County,53,3,40591,UPMC Wellsboro (FKA UPMC Susquehanna Soldiers & Sailors Memorial Hospital),Critical Access Hospital,25,25,6,6,0,0.61479449,0,3
Union County,438,6,44923,Evangelical Community Hospital,Short Term Acute Care Hospital,132,123,12,12,0,0.37282547,9,4
Venango County,79,1,50668,UPMC Northwest,Short Term Acute Care Hospital,158,118,8,8,0,0.4332037,40,3
Warren County,42,1,39191,Warren General Hospital,Short Term Acute Care Hospital,85,85,6,6,0,0.33772764,0,2
Warren County,42,1,39191,Warren State Hospital,Psychiatric Hospital,152,152,0,0,0,0.90077507,0,0
Washington County,1238,28,206865,Monongahela Valley Hospital,Short Term Acute Care Hospital,200,132,8,8,0,0.5172435,68,3
Washington County,1238,28,206865,Canonsburg Hospital,Short Term Acute Care Hospital,104,88,8,8,0,0.1728518,16,2
Washington County,1238,28,206865,Washington Hospital,Short Term Acute Care Hospital,260,214,37,37,0,0.43746001,46,3
Washington County,1238,28,206865,Advanced Surgical Hospital,Short Term Acute Care Hospital,14,14,2,2,0,0.28003913,0,0
Wayne County,204,10,51361,Wayne Memorial Hospital,Short Term Acute Care Hospital,95,76,8,8,0,0.36459985,19,3
Westmoreland County,2003,49,348899,Excela Health Westmoreland Hospital,Short Term Acute Care Hospital,375,246,22,22,0,0.72138321,129,7
Westmoreland County,2003,49,348899,Excela Health Frick Hospital,Short Term Acute Care Hospital,33,33,6,6,0,0.68941468,0,2
Westmoreland County,2003,49,348899,Excela Health Latrobe Hospital,Short Term Acute Care Hospital,170,122,11,11,0,0.57459068,48,3
Westmoreland County,2003,49,348899,Torrance State Hospital,Psychiatric Hospital,362,353,0,0,0,0.67821842,9,0
Westmoreland County,2003,49,348899,Select Specialty Hospital - Laurel Highlands,Long Term Acute Care Hospital,40,40,6,6,0,0.50054795,0,3
Westmoreland County,2003,49,348899,AHN Hempfield Neighborhood Hospital,Short Term Acute Care Hospital,,,32,32,,,0,0
Wyoming County,72,8,26794,Tyler Memorial Hospital,Short Term Acute Care Hospital,44,44,6,6,0,0.060958903,0,2
York County,4333,135,449058,UPMC Hanover (FKA UPMC Pinnacle Hanover Hanover Hospital),Short Term Acute Care Hospital,93,81,14,14,0,0.71292579,12,2
York County,4333,135,449058,UPMC Memorial (FKA UPMC Pinnacle Memorial Hospital York),Short Term Acute Care Hospital,100,60,10,10,0,0.59018266,40,2
York County,4333,135,449058,WellSpan York Hospital,Short Term Acute Care Hospital,585,522,60,60,44,0.76428932,63,17
York County,4333,135,449058,Encompass Health Rehabilitation Hospital of York (FKA HealthSouth Rehabilitation Hospital of York),Rehabilitation Hospital,90,90,0,0,0,0.54593605,0,0
York County,4333,135,449058,Wellspan Surgery & Rehabilitation Hospital,Short Term Acute Care Hospital,73,25,4,4,0,0.17534247,48,2
York County,4333,135,449058,Orthopaedic and Spine Specialists Orthopaedic Hospital,Short Term Acute Care Hospital,26,30,5,5,0,0.30246577,-4,0
